booking_id,external_booking_ref,customer_name,customer_email,service,service_code,booking_date,start_time,end_time,checkin_time,checkout_time,location,channel,source_system,staff_assigned,dog_name,dog_breed,dog_weight,dog_gender,temperament,medication,food_preference,special_instructions,promo_code,discount,price,tax_rate,is_cancelled,cancel_reason,is_repeat_customer,customer_rating,customer_feedback,created_at,updated_at,notes
594,LEGACY-UHTST8,ERIK  HOLM,erikholm@gmail.com,Boarding,BD,Jan 01 2024,05:30 PM,08:30 AM,,,STOCKHOLM,partner,sheets,Felix,,NaN,,F,n/a,antibiotics,,,newyear,5,60,25%,,,Y,,late pickup,25/12/2023,01/06/2024,
595,BK_0N2IQAW7,Erik Holm,erikholm@gmail.com,Daycare,DC,Apr 18 2024,16.00,18.00,,,Stockholm,insta,,,Coco,German Shepherd,unknown,Unknown,PLAYFUL,none,raw,NaN,,5,25,25%,,,NULL,3,ok,2024/04/08,Apr 21 2024,VIP
596,,Mikael Astrom,mikaelås@gmail.com,Boarding,n/a,2024-04-28,06:00 PM,09:00,,NaN,,insta,pos_export,Elise,,French Bulldog,12kg,female,NULL,antibiotics,,,NULL,10,60,,YES,weather,N,NULL,,2024-04-25,01 May 2024,late pickup fee applied
597,,,erikholm288@gmail.com,NaN,DC,2024/04/16,10.00,11:00 AM,NULL,NULL,Solna,phone,,Felix,Rocky,,12kg,F,PLAYFUL,NaN,NULL,separate from big dogs,newyear,,25,,no,,Y,,,2024.04.11,19-04-2024,
598,,noah  eriksson,noaherik391@email.com,DAYCARE,DC,26 Mar 2024,09:00 AM,11:00 AM,,,Nacka,instagram,form,,Rocky,French Bulldog,21.5,M,reactive,antibiotics,raw,,,,25,25%,No,NaN,N,2,great!,17 Mar 2024,29 Mar 2024,
599,,sara lind,saralind@gmail.com,nail trim,NT,Jan 31 2024,08:00 AM,09:00,08:58,17:10,Huddinge,phone,export_v2,Felix,,Labrador,5.4,female,reactive,NULL,,handle with care,,,15,0.25,YES,sick dog,no,2,,2024-01-21,05/02/2024,first visit
600,BK_AMLRTRKO,ELLA  BERG,ellaberg691@outlook.com,VET SHUTTLE,VS,Apr 15 2024,04:00 PM,06:00 PM,09:40,,Stockholm,,pos_export,n/a,Max,Husky,,Unknown,calm,insulin,n/a,NULL,,,20,0.25,1,weather,NaN,,n/a,Apr 12 2024,2024/04/16,
601,,Mikael Astrom,mikaelås460@gmail.com,Boarding,BD,04/04/2024,17:30,08:30,,NaN,,website,export_v1,Johan,,Husky,12kg,M,aggressive,,,separate from big dogs,WELCOME10,,60,,YES,,,NaN,NaN,03 Apr 2024,2024.04.09,late pickup fee applied
602,n/a, oskar berg ,oskarber957@company.se,Grooming,GR,26-04-2024,13.00,15.00,09.01,,STOCKHOLM,phone,excel,Ida,,Husky,,U,aggressive,,raw,separate from big dogs,,5,40,0.25,1,weather,,4,ok,NULL,30/04/2024,
603,,Frida Karlsson,fridakar22@company.se,nail trim,NT,03/11/2024,01:00 PM,03:00 PM,NaN,,,phone,pos_export,Björn,Max,German Shepherd,unknown,M,shy,,hypoallergenic,handle with care,,5,15,0.25,No,,,NULL,,2024-03-06,13 Mar 2024,first visit
604,BK_WS9GKUHD,Olivia  Lind,oliviali438@outlook.com,vet shuttle,VS,Feb 23 2024,16:00,17:00,09:05,17:47,Stockholm,partner,form,Hugo,Rocky,NaN,,female,calm,n/a,NULL,,,0,20,"0,25",,,Y,3,,n/a,02/26/2024,VIP
605,,Mariam Ali,mariamal803@email.com,Nail Trim,NT,10 Jan 2024,NaN,05:00 PM,09:05,n/a,STOCKHOLM,IG,form,Anna,Luna,Poodle,24.8,male,calm,NaN,hypoallergenic,handle with care,WELCOME10,NULL,15,25%,no,weather,,4,n/a,Jan 08 2024,2024-01-13,late pickup fee applied
606,LEGACY-4Q9WCP,Luis Pérez,luispere582@gmail.com,VET SHUTTLE,VS,2024-02-06,01:00 PM,21:00,09:05,,Nacka,phone,,Hugo,,Mixed,12kg,male,aggressive,,,,WELCOME10,,20,0.25,yes,n/a,NaN,4,,Feb 06 2024,NULL,
607,BK_32YX5ZOV,Oskar  Berg,oskarber@email.com,Nail Trim,NT,2024/03/06,09.00,11.00,09:05,,Solna,email,pos_export,,Rocky,NaN,n/a,Unknown,,,n/a,NaN,,5,15,25%,,,yes,,NULL,03/03/2024,07-03-2024,late pickup fee applied
608,BK_8G5DM12H,EMMA JOHANSSON,emmajoha@email.com,Training,TR,18 Jan 2024,10:00 AM,11:00 AM,,,,,export_v1,Björn,Rocky,Dachshund,unknown,male,unknown,insulin,,,,0,35,"0,25",yes,weather,yes,1,NULL,01/08/2024,2024-01-19,late pickup fee applied
609,BK_H25ESAI4,Sofia Andersson,sofiaand@email.com,vet shuttle,VS,03/31/2024,13:00,15:00,09.09,,NaN,insta,export_v2,Elise,Max,NULL,10.4,U,,,,,WELCOME10,5,20,"0,25",1,,,,NaN,2024-03-25,01-04-2024,late pickup fee applied
610,LEGACY-5231KM,Mariam Ali,NULL,BOARDING,BD,Feb 03 2024,06:00 PM,99:99,,,,,export_v1,David,NaN,Mixed,,F,PLAYFUL,NULL,,,VIP5,,60,,,n/a,N,1,great!,01/30/2024,2024/02/05,late pickup fee applied
611,,Emma Johansson,emmajoha882@outlook.com,training,TR,2024-01-05,04:00 PM,,,17:10,Sthlm,website,export_v2,Ida,Rocky,Chihuahua,n/a,male,playful,n/a,NaN,n/a,NaN,10,35,25%,1,,,1,,2023.12.26,NULL,
612,LEGACY-RNL3F5,Emma Johansson,emmajoha970@company.se,Grooming,GR,14 Jan 2024,01:00 PM,09:00 PM,,,Solna,,export_v2,Elise,Bella,French Bulldog,12kg,female,playful,,,,newyear,5,40,,YES,,yes,5 ,late pickup,2024-01-11,2024/01/15,late pickup fee applied
613,LEGACY-C52INM,ELLA BERG,ellaberg709@gmail.com,Vet Shuttle,VS,2024.04.14,10:00 AM,11:00 AM,09:05,17:10,,website,,Anna,Max,,unknown,M,shy,insulin,raw,,NULL,10%,20,25%,,sick dog,n/a,NULL,NaN,2024-10-04,NaN,n/a
614,BK_DFJYNTAW, pedro silva ,pedrosil@gmail.com,Nail Trim,NT,02/27/2024,09:00,,,17:10,Stockholm,phone,form,Ida,Coco,Dachshund,12kg,male,aggressive,none,,NaN,WELCOME10,5,15,,,,,,,2024.02.19,29-02-2024,first visit
615,,ELIN SVENSSON,elinsven@gmail.com,Boarding,BD,03/23/2024,18.00,99:99,,,STOCKHOLM,website,export_v1,n/a,,Poodle,,U,,NaN,hypoallergenic,,VIP5,n/a,60,,No,weather,,,,2024-03-13,n/a,NaN
616,n/a,EMMA JOHANSSON,,Daycare,DC,2024.04.14,09.00,05:00 PM,,,Sundbyberg,email,,Elise,Bella,Golden Retriever,,Unknown,shy,insulin,NULL,NULL,NULL,5,25,,NaN,,N,n/a,great!,09 Apr 2024,17/04/2024,first visit
617,LEGACY-Z9H980,Mariam Ali,mariamal@email.com,Vet Shuttle,VS,Apr 22 2024,16:00,18:00,,NaN,Nacka,partner,sheets,Hugo,Rocky,mix,n/a,U,aggressive,,hypoallergenic,,NULL,0,20,0.25,0,sick dog,,NULL,great!,2024/04/20,25 Apr 2024,
618,BK_NNQT1PHA,DAVID STONE,davidsto391@company.se,Boarding,BD,2024/04/11,07:00 PM,11:00 AM,,n/a,Sundbyberg,,export_v1,David,Bella,Mixed,unknown,F,reactive,none,,,,NULL,60,0.25,YES,no show,NULL,,NaN,2024-04-05,n/a,
619,,Karin  Lund,NULL,Nail Trim,NT,2024/04/08,10:00,11:00,,,,email,excel,Felix,Charlie,Poodle,12kg,,aggressive,,kibble,handle with care,,0,15,,no,NaN,no,n/a,,2024-04-07,2024-12-04,
620,,Lin Chen,linchen450@email.com,Daycare,DC,24-02-2024,09:00,17:00,09:37,,Solna,instagram,export_v2,Anna,Bella,MIXED,12kg,male,unknown,,,,VIP5,0,25,0.25,no,no show,,5 ,NaN,24 Feb 2024,27-02-2024,late pickup fee applied
621,,Olivia Lind,oliviali@gmail.com,NAIL TRIM,NULL,04/04/2024,13.00,15.00,,,STOCKHOLM,n/a,export_v1,,Max,Poodle,unknown,female,reactive,,raw,,,,15,,no,no show,yes,3,,NULL,09 Apr 2024,
622,,SARA LIND,saralind135@email.com,Nail Trim,NT,2024-01-06,10:00 AM,11:00 AM,,05:38 PM,Sthlm,insta,export_v2,Ida,NULL,Labrador,,female,aggressive,none,,handle with care,VIP5,5,15,0.25,1,n/a,NaN,1,ok,2023.12.28,2024.01.11,first visit
623,BK_JDM249KI,Frida Karlsson,fridakar224@outlook.com,VET SHUTTLE,VS,2024.02.04,16.00,18.00,9am,17:10,Solna,partner,excel,Felix,Bella,German Shepherd,,U,,antibiotics,,,newyear,NULL,35 SEK,25%,yes,,n/a,,late pickup,Feb 01 2024,2024.02.06,VIP
624,, olivia lind ,oliviali@gmail.com,BOARDING,BD,2024-02-29,17:30,09.30,,,Solna,email,export_v2,Felix,Milo,Mixed,12kg,Unknown,NULL,NULL,,NULL,,,,,yes,NULL,NaN,5,,2024.02.20,03/03/2024,
625,,Karin Lund,karinlun@email.com,BOARDING,BD,2024.01.14,05:30 PM,09:30 AM,,,Täby,IG,form,NaN,,NULL,unknown,U,playful,NaN,hypoallergenic,NULL,,,60,0.25,n/a,,Y,NaN,NaN,2024-01-12,n/a,first visit
626,,Olivia Lind,oliviali224@outlook.com,Training,TR,27 Apr 2024,01:00 PM,14:00,08:54,,Sthlm,email,export_v1,Clara,,Husky,,n/a,,,,,newyear,,twentyfive,,n/a,sick dog,yes,5,great!,19-04-2024,Apr 27 2024,VIP
627,,NaN,ahmedali393@gmail.com,GROOMING,GR,22 Feb 2024,10:00 AM,12.00,,,Sthlm,IG,,Clara,n/a,Chihuahua,unknown,M,reactive,,,,newyear,5,40,25%,1,weather,Y,,NULL,15 Feb 2024,23/02/2024,
628,LEGACY-NCZF4L,Fatima Khan,fatimakh322@outlook.com,TRAINING,TR,22/03/2024,09:00,17.00,,,Stockholm,,pos_export,,Coco,Golden Retriever,12kg,male,unknown,none,,NaN,,10,35,,0,no show,NaN,5,NaN,12 Mar 2024,2024.03.22,NULL
629,BK_HA459QZ3,Nora Hansen,norahans586@gmail.com,Nail Trim,NT,2024.02.14,08:00 AM,10:00 AM,n/a,17:10,Nacka,insta,export_v2,Ida,,Beagle,12kg,Unknown,calm,antibiotics,,,,,15,"0,25",1,,n/a,5,ok,2024-02-06,19-02-2024,VIP
630,BK_IPOJH4Q4,OLIVIA LIND,oliviali965@email.com,NAIL TRIM,NT,09 Jan 2024,09.00,17.00,,17:10,Sthlm,IG,export_v2,Johan,Coco,Chihuahua,,male,anxious,,,,newyear,NULL,15,0.25,no,sick dog,,3,,2023/12/31,Jan 11 2024,
631,,emma johansson,emmajoha463@gmail.com,Training,,29/04/2024,10.00,18:00,99:99,NULL,Huddinge,walk-in,form,,Rocky,,,Unknown,shy,,,no treats,WELCOME10,NULL,35,0.25,0,sick dog,no,4,,Apr 19 2024,2024.04.30,VIP
632,n/a,David Stone,davidsto885@company.se,TRAINING,TR,01/19/2024,09.00,05:00 PM,09:12 AM,n/a,Sundbyberg,insta,,Felix,Milo,Golden Retriever,40.7,U,anxious,none,,NULL,n/a,,,0.25,NaN,no show,Y,5 ,NaN,18 Jan 2024,22-01-2024,
633,BK_CLB7QJ55,jonas nilsson,jonasnil31@outlook.com,Nail Trim,NT,15-04-2024,13:00,09:00 PM,,NaN,Stockholm,walk-in,excel,Ida,Max,Poodle,12kg,Unknown,reactive,NaN,,,,10%,NaN,0.25,no,n/a,no,3,,2024.04.05,2024.04.15,late pickup fee applied
634,BK_TWQHVFOB,ELIN SVENSSON,elinsven653@email.com,Daycare,DC,2024-03-19,16.00,00:00,9:33,05:06 PM,Sthlm,phone,export_v1,Felix,,Mixed,12kg,U,unknown,none,NaN,handle with care,VIP5,,25,"0,25",1,n/a,N,,NULL,Mar 14 2024,2024/00/12,first visit
635,n/a,Oscar Berg,oscarber321@gmail.com,Training,TR,04/08/2024,08:00,16:00,09:25 AM,17:01,Sundbyberg,instagram,pos_export,Greta,Coco,Labrador,26.1,Unknown,reactive,n/a,hypoallergenic,separate from big dogs,,10,35,0.25,0,NaN,,5 ,late pickup,Mar 29 2024,10-04-2024,late pickup fee applied
636,LEGACY-V8CGPA,LIN CHEN,linchen129@outlook.com,Grooming,,16/02/2024,16:00,18:00,,NaN,Täby,,excel,Anna,Charlie,mix,28.0,M,PLAYFUL,none,,,WELCOME10,10,40,25%,,sick dog,,5,n/a,2024.02.08,20 Feb 2024,VIP
637,,JONAS NILSSON,jonasnil31@outlook.com,Vet Shuttle,VS,2024/04/29,08:00 AM,16:00,,,Stockholm,walk-in,export_v2,Ida,,MIXED,12kg,female,aggressive,,kibble,NaN,n/a,10,20,0.25,NaN,sick dog,,,ok,2024/04/26,2024.05.01,first visit
638,, OSCAR BERG ,oscarber650@outlook.com,NAIL TRIM,NT,03/07/2024,08:00 AM,,,16:36,Sthlm,email,pos_export,Johan,Luna,Beagle,unknown,U,aggressive,antibiotics,,,,,15,25%,,NULL,no,,,29/02/2024,2024.03.09,VIP
639,LEGACY-SLLMSM,Oskar Berg,oskarber67@company.se,n/a,NT,02/11/2024,08:00 AM,25:00,,18.00,STOCKHOLM,walk-in,export_v1,Elise,Rocky,Labrador,unknown,,NaN,insulin,,n/a,VIP5,10%,15,,no,NULL,n/a,,n/a,02/02/2024,,
640,,David Stone,davidsto391@company.se,Grooming,GR,2024/01/30,08:00 AM,10:00,08:49,NaN,Stockholm,email,export_v1,Ida,Coco,Beagle,,F,PLAYFUL,,raw,,NaN,5,40,,,weather,no,,,2024/01/28,01-02-2024,late pickup fee applied
641,,Fatima  Khan,fatimakh@gmail.com,Daycare,DC,09/03/2024,08.00,10:00,NULL,17:08,Sthlm,website,pos_export,,,n/a,unknown,F,calm,,,separate from big dogs,,5,25,25%,,,yes,NaN,NaN,06 Mar 2024,09 Mar 2024,
642,,lin chen,linchen450@email.com,Boarding,BD,2024-01-03,07:00 PM,11.00,,,Solna,IG,form,Johan,Coco,Poodle,,U,,antibiotics,kibble,n/a,,5,60,"0,25",0,,,,great!,01/02/2024,07/01/2024,
643,,Ahmed Ali,ahmedali@email.com,NULL,VS,2024-03-17,10.00,12:00,,,Stockholm,phone,export_v1,Elise,Coco,Labrador,,Unknown,n/a,,raw,separate from big dogs,,,20,,1,,,,,2024.03.11,22/03/2024,
644,LEGACY-94P6TU,ANA  GARCIA,n/a,BOARDING,BD,2024.01.03,06:00 PM,09:00 AM,09.03,17:10,Sundbyberg,,export_v1,Felix,Bella,Mixed,,Unknown,anxious,antibiotics,kibble,,VIP5,5,NaN,"0,25",no,,yes,,NULL,2023.12.24,2024.01.07,late pickup fee applied
645,,Pedro Silva,pedrosil633@company.se,Daycare,DC,2024.04.13,09.00,10:00 AM,09:05,17:10,Solna,instagram,pos_export,Clara,,Poodle,,U,reactive,n/a,kibble,,NaN,5,25,25%,,NULL,yes,2,late pickup,04 Apr 2024,15/04/2024,first visit
646,LEGACY-8OXVGV,ERIK HOLM,erikholm735@email.com,vet shuttle,VS,29-01-2024,09:00 AM,11:00 AM,09.18,17:10,STOCKHOLM,insta,excel,David,Rocky,German Shepherd,28.3,U,playful,NULL,raw,,WELCOME10,NaN,20,"0,25",No,weather,N,,ok,01/27/2024,,VIP
647,LEGACY-8FG9WK,erik  holm,erikholm220@email.com,VET SHUTTLE,VS,Mar 12 2024,09:00 AM,05:00 PM,,n/a,Stockholm,email,,Anna,Bella,,,M,reactive,n/a,,NULL,,10,20,"0,25",YES,,Y,,NULL,09/03/2024,2024.03.12,first visit
648,LEGACY-E7V7ZQ,Elin Svensson,elinsven604@outlook.com,BOARDING,BD,2024/03/18,05:30 PM,08:30,09:05,,Solna,insta,excel,David,,French Bulldog,12kg,Unknown,anxious,,raw,separate from big dogs,VIP5,NULL,60,"0,25",0,NaN,NULL,3,,17 Mar 2024,2024-03-22,
649,BK_2KXZ4QC6,Noah Eriksson,noaherik@email.com,Grooming,GR,2024.01.25,08:00,10.00,09:05,,Sthlm,,export_v2,,NaN,Mixed,,male,,antibiotics,hypoallergenic,no treats,VIP5,n/a,40,25%,yes,,n/a,1,late pickup,16 Jan 2024,2024-01-29,first visit
650,,ella berg,,Training,TR,02/02/2024,13:00,14.00,,,Stockholm,walk-in,sheets,Anna,Charlie,Labrador,,M,calm,insulin,,,,,35,25%,1,,,,,2024/00/12,2024/02/04,
651,BK_UD6KU6Q8,Sofia Andersson,sofiaand@gmail.com,Training,TR,2024/03/30,10:00,12:00 PM,,,Nacka,email,pos_export,,,French Bulldog,12kg,male,shy,,raw,separate from big dogs,,10%,35,0.25,No,weather,,,late pickup,30 Mar 2024,2024-01-04,first visit
652,LEGACY-CWO5BN,Mikael Astrom,mikaelås698@email.com,VET SHUTTLE,VS,2024.01.01,08:00 AM,09:00 AM,,17:10,Sthlm,,export_v1,,,Husky,12kg,U,PLAYFUL,,NULL,separate from big dogs,,5,20,25%,yes,no show,,,ok,31-12-2023,02-01-2024,n/a
653,,Mariam Ali,mariamal803@email.com,VET SHUTTLE,VS,2024-03-17,13.00,21:00,09:05,17:10,Huddinge,website,form,Ida,Milo,,NULL,female,,,,,WELCOME10,,20,,0,sick dog,,5,ok,11/03/2024,19/03/2024,first visit
654,BK_XCDAC4K8,karin lund,karinlun871@gmail.com,Daycare,DC,2024.02.16,09:00,10:00,09:06 AM,17:10,STOCKHOLM,insta,pos_export,David,Luna,Chihuahua,12kg,female,,NULL,kibble,,VIP5,,NaN,"0,25",no,NULL,Y,3,late pickup,2024-02-06,,
655,,Frida  Karlsson,fridakar136@outlook.com,training,TR,2024/01/14,13.00,21.00,,,Täby,phone,sheets,Greta,Max,mix,,F,playful,,,,WELCOME10,0,35,,,,,5,,01/09/2024,NULL,
656,,Ahmed Ali,n/a,DAYCARE,DC,12 Feb 2024,16.00,,,,Solna,n/a,form,,Charlie,Dachshund,unknown,F,NaN,,hypoallergenic,,n/a,10,25,25%,1,sick dog,yes,4,,05 Feb 2024,NaN,late pickup fee applied
657,NULL,olivia lind,oliviali@email.com,nail trim,NT,2024.04.07,13.00,02:00 PM,,,Nacka,IG,form,Elise,Max,Dachshund,,male,,NaN,raw,,newyear,5,15,,0,weather,,n/a,,04/07/2024,n/a,first visit
658,,david stone,davidsto885@company.se,vet shuttle,VS,20 Apr 2024,08:00,16.00,09.21,,STOCKHOLM,website,sheets,Greta,,Labrador,NULL,M,,NULL,,separate from big dogs,,NULL,20,,,NaN,N,,NULL,2024/04/10,Apr 21 2024,first visit
659,LEGACY-C06ABW,Olivia Lind,oliviali@email.com,NaN,VS,2024-01-27,10:00 AM,12:00 PM,08:58,,Huddinge,,export_v1,Elise,NaN,mix,unknown,Unknown,shy,insulin,NaN,separate from big dogs,VIP5,10,20,"0,25",YES,weather,,,,24/01/2024,2024-01-31,
660,, Luis P. ,luispere132@email.com,Nail Trim,NT,NULL,13.00,15:00,,,Stockholm,partner,sheets,Greta,NULL,Mixed,unknown,U,aggressive,,,NaN,NaN,5,15,0.25,1,sick dog,,1,NULL,2024-01-06,01/12/2024,VIP
661,LEGACY-8N2IAD,Maria Lopez,maríalóp@email.com,Boarding,BD,04-03-2024,17.30,08.30,,NULL,Solna,insta,,,Bella,Labrador,,Unknown,anxious,none,kibble,handle with care,VIP5,10%,n/a,25%,No,weather,yes,NaN,late pickup,02 Mar 2024,2024/03/07,
662,,Sofia Andersson,sofiaand221@company.se,Boarding,BD,2024-11-04,99:99,09:00 AM,,17:10,Huddinge,instagram,excel,Elise,Rocky,Dachshund,unknown,Unknown,PLAYFUL,NULL,raw,handle with care,WELCOME10,5,"40,0",0.25,1,,Y,5 ,n/a,07-04-2024,04/15/2024,
663,,Mikael Åstrom,mikaelås@gmail.com,Training,TR,01/07/2024,9am,00:00,,,Stockholm,partner,export_v1,Johan,,Beagle,,male,aggressive,,kibble,NULL,VIP5,,35,,NULL,weather,NULL,,ok,2024/01/05,01/10/2024,late pickup fee applied
664,,Jonas Nilsson,jonasnil31@outlook.com,Daycare,DC,05/32/2024,13.00,21.00,NaN,NaN,Sundbyberg,phone,NULL,Felix,Bella,mix,3.4,female,unknown,NULL,NULL,separate from big dogs,VIP5,,25,"0,25",yes,sick dog,,4,n/a,06-02-2024,NaN,NULL
665,BK_NPHDWTJQ,,ahmedali789@outlook.com,vet shuttle,VS,04/04/2024,16:00,18:00,09:06,,STOCKHOLM,insta,pos_export,Felix,,MIXED,,U,unknown,,n/a,,n/a,,20,0.25,1,,NULL,n/a,NULL,2024.04.02,2024.04.09,
666,,Oscar Berg,NaN,Daycare,DC,02-03-2024,08.00,09:00,,,Nacka,phone,excel,NaN,Milo,n/a,unknown,M,PLAYFUL,,n/a,,,5,25,0.25,yes,no show,,5 ,n/a,23-02-2024,05/03/2024,first visit
667,BK_JA6I2B3E,Sara  Lind,saralind694@outlook.com,TRAINING,TR,20-01-2024,09:00,17:00,,17:10,Stockholm,IG,NaN,Hugo,Milo,,,U,calm,,,,NaN,NaN,35,"0,25",0,,NULL,2,late pickup,2024-13-05,2024/01/24,late pickup fee applied
668,NaN,Oscar  Berg,,BOARDING,BD,14 Mar 2024,19:00,10:00,,,Huddinge,instagram,form,Ida,Max,Husky,unknown,M,reactive,,,,NULL,NULL,60,25%,No,no show,no,,great!,2024-03-07,14/03/2024,
669,LEGACY-V3Z01Q,erik holm,,Boarding,BD,07/02/2024,07:00 PM,10:00 AM,09:05,,,IG,,Hugo,Charlie,French Bulldog,12kg,F,playful,,kibble,handle with care,WELCOME10,n/a,60kr,,,,,,great!,03-02-2024,,
670,BK_K5UXRJEC,liam andersson,liamande101@company.se,Vet Shuttle,VS,2024-01-18,10.00,12.00,,n/a,,insta,form,Clara,Coco,MIXED,,M,n/a,none,n/a,,NULL,0,20,,,weather,Y,5 ,great!,2024/01/08,20/01/2024,late pickup fee applied
671,BK_SGVJMJIK,fatima khan,fatimakh311@gmail.com,VET SHUTTLE,VS,02/13/2024,16.00,05:00 PM,09:05,17:10,Stockholm,email,form,Björn,,,,male,NULL,NULL,raw,,NaN,,20,,No,,yes,n/a,,04/02/2024,2024-02-16,
672,,Ahmed Ali,ahmedali393@gmail.com,Training,n/a,10-04-2024,13:00,03:00 PM,09:05,n/a,Solna,phone,excel,,Charlie,French Bulldog,n/a,M,reactive,none,hypoallergenic,,newyear,,35,,No,,Y,,n/a,2024-03-31,n/a,
673,,Liam Andersson,liamande127@company.se,grooming,GR,15/01/2024,16.00,18.00,09:05,,,insta,form,Johan,Coco,mix,12kg,,,,,,WELCOME10,NaN,40,0.25,NULL,no show,yes,NaN,n/a,01/11/2024,01/18/2024,
674,,Lin  Chen,linchen175@outlook.com,vet shuttle,VS,25/02/2024,09.00,10:00 AM,09:05,17:10,Täby,walk-in,pos_export,Felix,Rocky,mix,unknown,F,,,raw,NaN,VIP5,n/a,20,,No,NULL,,,,22 Feb 2024,26/02/2024,first visit
675,BK_D1Y650OP,Lin  Chen,linchen175@outlook.com,training,TR,12-01-2024,25:00,14.00,,16:54,,,pos_export,Anna,Coco,German Shepherd,12kg,M,calm,,kibble,no treats,newyear,10,35,"0,25",,,Y,5 ,great!,2024-13-05,15/01/2024,
676,NaN,Sara Lind,saralind414@email.com,Training,TR,21-02-2024,09.00,NaN,09.30,,Täby,email,,,Charlie,Beagle,n/a,male,NaN,,kibble,,,,60kr,25%,YES,NaN,yes,n/a,late pickup,02/14/2024,02/26/2024,VIP
677,,OSCAR  BERG,oscarber524@email.com,Nail Trim,NT,04/01/2024,04:00 PM,18.00,n/a,16:44,,instagram,excel,n/a,Coco,German Shepherd,NULL,U,NULL,insulin,,NaN,,10%,15,,1,no show,,2,,Mar 26 2024,NULL,VIP
678,,Jonas Nilsson,,Boarding,BD,23-03-2024,NULL,09.00,,17:10,Stockholm,,pos_export,,,Mixed,n/a,male,PLAYFUL,antibiotics,,n/a,,0,NaN,"0,25",,sick dog,NaN,,NULL,15-03-2024,03/25/2024,
679,LEGACY-Q5MY51,Luis Perez,luispere513@gmail.com,NAIL TRIM,NT,2024-04-30,08:00 AM,16.00,,,,website,,David,Milo,Husky,12kg,U,anxious,,kibble,no treats,,5,15,,no,,,n/a,,26-04-2024,02 May 2024,
680,,MARÍA LOPEZ,maríalóp333@email.com,Nail Trim,NT,29/02/2024,08.00,10:00,09:05,,Stockholm,IG,export_v2,Anna,Luna,Dachshund,NULL,male,playful,,raw,,VIP5,NaN,15,,NULL,,N,1,,2024/02/27,2024.03.03,
681,,Luis  Perez,luispere760@company.se,Vet Shuttle,VS,2024-02-03,13.00,15:00,,17:10,Täby,instagram,sheets,Hugo,,French Bulldog,12kg,female,anxious,,,handle with care,,,20,,No,weather,yes,5,n/a,02/03/2024,07-02-2024,
682,NULL,Luis  Pérez,NULL,Boarding,,2024.02.02,19.00,10:00 AM,08:44,,STOCKHOLM,IG,export_v1,Ida,Rocky,Golden Retriever,unknown,U,anxious,,kibble,,,,60,,no,,,2,n/a,2024-01-29,02/05/2024,VIP
683,,OSCAR  BERG,oscarber554@outlook.com,training,NULL,02/02/2024,01:00 PM,14:00,09:05,n/a,Stockholm,website,pos_export,,NULL,Chihuahua,,Unknown,anxious,insulin,NaN,,NaN,10,35,,,,,NULL,NULL,01-02-2024,2024.02.06,VIP
684,,fatima khan,fatimakh311@gmail.com,NAIL TRIM,NT,10 Jan 2024,09:00,10:00 AM,,17.39,Nacka,phone,form,Ida,n/a,,12kg,M,PLAYFUL,,,handle with care,WELCOME10,,15,,No,,N,NaN,NaN,Jan 03 2024,Jan 14 2024,NULL
685,,Mariam Ali,mariamal341@gmail.com,GROOMING,GR,15-03-2024,10.00,18.00,,,STOCKHOLM,IG,pos_export,Greta,Rocky,mix,40.9,U,reactive,,,,,5,40,,no,weather,Y,n/a,ok,2024-03-10,20/03/2024,NULL
686,LEGACY-DYV6P1,nora hansen,norahans@gmail.com,BOARDING,BD,2024.02.15,17:30,08.30,,05:33 PM,Stockholm,walk-in,excel,Björn,Bella,,,U,NaN,antibiotics,,,newyear,10,60,,no,,,n/a,ok,06-02-2024,02/20/2024,first visit
687,BK_510B05XI,ELIN SVENSSON,elinsven140@company.se,Daycare,DC,2024.03.12,08.00,09:00 AM,n/a,,Nacka,partner,form,David,Rocky,Labrador,,Unknown,unknown,antibiotics,hypoallergenic,handle with care,newyear,10,25,"0,25",yes,no show,,,NULL,2024-13-05,2024/03/12,VIP
688,BK_Y448OKKB,PEDRO  SILVA,pedrosil@gmail.com,Grooming,GR,25-02-2024,10:00 AM,11:00,,17.34,Sundbyberg,NaN,export_v1,David,Milo,French Bulldog,,F,reactive,NULL,,NaN,VIP5,n/a,40,0.25,1,,,,n/a,2024/02/18,25/02/2024,
689,LEGACY-FZ0TX5,Mikael Åström,mikaelås584@company.se,TRAINING,TR,04/27/2024,16:00,17.00,,,Solna,,,,Luna,MIXED,,M,,,NULL,,,0,35,0.25,yes,weather,,5 ,late pickup,Apr 19 2024,04/29/2024,NULL
690,LEGACY-D6I2UU,LUIS PÉREZ,luispere582@gmail.com,Nail Trim,NT,2024/02/21,16.00,05:00 PM,,16:34,Täby,IG,export_v1,Anna,Milo,MIXED,10.5,female,calm,n/a,raw,no treats,WELCOME10,,15.00,0.25,,weather,,NULL,,2024.02.15,2024-02-21,n/a
691,, Oscar Berg ,oscarber791@outlook.com,GROOMING,GR,04-04-2024,09.00,17:00,,n/a,STOCKHOLM,email,export_v1,Björn,,,,M,,n/a,,,NULL,5,40,,no,NULL,Y,,n/a,2024/00/12,2024-04-09,
