payment_id,booking_id,customer_email,amount_gross,currency,tax_amount,fee_amount,amount_net,status,payment_method,gateway,gateway_payment_ref,invoice_no,receipt_no,paid_at,refunded_at,refund_ref,country_of_card,card_brand,last4,installments,chargeback_flag,created_at,source_system,notes
900683,1200,saralind@email.com,35,€,,,,,cash,klarna,,INV-202402-4182,,2024-02-06T16:09:00,,n/a,SE,visa,,1,,2024/02/06 16:09,stripe_export,partial refund
900684,275,user7223@email.com,15,SEK,n/a,1.94,,Pending,,adyen,ch_OLBC2J3TK2,,,2024/04/04 16:39,,,SE,visa,6390,NaN,,2024/04/04 16:39,stripe_export,partial refund
900685,709,maríalóp917@gmail.com,20,sek,NaN,2.08,,FAILED,invoice,stripe,,,,23/01/2024 15:42,NULL,NULL,PT,visa,5121,,1,,pos,duplicate
900686,997,user9783@gmail.com,40,sek,10.0,,,Refunded,Card,square,,INV-202405-7509,RCPT_JG5JRUY,,NaN,NaN,NULL,,,1,,2024-05-07 20:25,stripe_export,
900687,565,luispere@email.com,,€,,,,pending,swish,square,pi_MOTHJTXZT8IB,,RCPT_PW07XC2,Mar 07 2024 22:48,,,NO,mastercard,,,1,2024-03-07 22:48,pos,
900688,887,sofiaand369@gmail.com,25,sek,,n/a,,payd,Card,adyen,pi_ID7ZOX4IOSJS,INV-202403-2876,,17/03/2024 18:50,NULL,NaN,NaN,amex,,1,NULL,,manual_sheet,
900689,1085,NULL,25,sek,n/a,2.23,,paid,NULL,manual,NULL,,NaN,28/01/2024 14:56,n/a,,GB,amex,,,0,2024/01/28 14:56,pos,partial refund
900690,979,mariamal123@company.se,20,EUR,,,,refunded,invoice,NULL,pi_9TDO6K1KPA0D,,NULL,,NaN,NULL,n/a,amex,,3,,NULL,,
900691,348,emmajoha@gmail.com,60,SEK,,,n/a,Pending,card,klarna,,INV-202405-7510,,2024-05-09 12:07,,NULL,n/a,mastercard,,3,,2024-05-09 12:07,square_export,
900692,125,mikaelås@gmail.com,35,SEK,,,,FAILED,cash,manual,ch_6MTHRA6J7W,,,2024-02-03 12:07,NaN,,,n/a,,n/a,no,2024/02/03 12:07,manual_sheet,
900693,260,user1512@gmail.com,35,Sek,,"1,50",,FAILED,swish,klarna,ch_99ZS8T4C5O,INV-202404-2779,RCPT_PQ5I2LZ,Apr 26 2024 07:41,n/a,,PT,visa,,n/a,NULL,2024/04/26 07:41,square_export,manual correction
900694,628,user3137@email.com,,SEK,,2.66,NaN,refunded,swish,stripe,ch_0FCRA4IU91,INV-202404-9453,,,,re_FJ7D4KMZ9F,ES,mastercard,,NaN,,2024-04-10 17:19,square_export,NULL
900695,490,jonasnil31@outlook.com,35,SEK ,NULL,,,refunded,cash,klarna,NULL,INV-202401-2382,RCPT_TEGGWH7,Jan 09 2024 18:05,,NULL,,,,NaN,NULL,,pos,partial refund
900696,462,emmajoha@gmail.com,,EUR,6.25,,,Paid,,square,,,,2024/04/14 12:26,NULL,NaN,ES,mastercard,7863,2,0,2024/04/14 12:26,manual_sheet,partial refund
900697,113,user9537@gmail.com,20,EUR,,,,failed,SWISH,manual,,NaN,,Apr 09 2024 13:48,NaN,NaN,NO,,,3,1,2024/04/09 13:48,NULL,duplicate
900698,340,davidsto949@outlook.com,40,SEK ,,"1,50",37.34,PAID,cash,adyen,pi_NN9PHTCTPXNB,INV-202403-4248,,NaN,NaN,,,,,3,no,2024-03-12 12:17,pos,partial refund
900699,1198,user1813@gmail.com,60,Sek,15.0,3.24,,Pending,Klarna,klarna,,,RCPT_7IJLPK8,16/02/2024 08:18,NULL,NULL,,,,,0,2024/02/16 08:18,stripe_export,manual correction
900700,885,liamande822@email.com,20,Sek,5.0,,,failed,Klarna,square,NULL,,,n/a,,n/a,GB,mastercard,,,0,,square_export,
900701,324,user4616@gmail.com,25,NaN,6.25,"1,50",,payd,bank transfer,n/a,,,n/a,2024-02-01T07:09:00,,NULL,SE,amex,1433,,no,,,
900702,443,user4893@email.com,20,sek,,"1,50",,FAILED,Card,manual,,INV-202401-8219,RCPT_3L63SHP,19/01/2024 09:10,,NULL,NaN,,NULL,n/a,yes,2024/01/19 09:10,manual_sheet,duplicate
900703,1166,NaN,15,Sek,,,NaN,refunded,cash,stripe,ch_Y8TN3BUPNV,,,06/03/2024 10:03,2024-03-06 10:03,,GB,VISA,7865,3,yes,,,duplicate
900704,818,elinsven@gmail.com,15,SEK ,,,,Refunded,Klarna,stripe,,INV-202401-5596,RCPT_OHULVOY,2024-01-04 12:40,n/a,,NO,mastercard,8656,one,,2024-01-04 12:40,manual_sheet,
900705,922,ellaberg691@outlook.com,25,EUR,,NaN,,Paid,bank transfer,adyen,NaN,INV-202401-3821,,2024/01/12 11:36,NaN,n/a,GB,,,NULL,,,,partial refund
900706,493,luispere582@gmail.com,40,Sek,10.0,,,Refunded,invoice,square,pi_VRGOZHSHUL07,,RCPT_5ESO838,2024-04-26 14:21,NaN,,ES,amex,6830,NaN,0,2024/04/26 14:21,stripe_export,NULL
900707,874,user2455@email.com,20,,,"1,50",NULL,FAILED,swish,adyen,pi_1LAS5WHSYDV5,NULL,,Feb 01 2024 12:46,n/a,n/a,,,,one,,,stripe_export,duplicate
900708,844,davidsto949@outlook.com,20,Sek,5.0,,,Refunded,invoice,klarna,,INV-202402-2348,,18/02/2024 18:51,,,,mastercard,3098,1,,2024/02/18 18:51,manual_sheet,
900709,527,erikholm288@gmail.com,60,Sek,n/a,3.24,56.76,payed,cash,adyen,ch_197GYGB0LP,INV-202401-1448,,12/01/2024 14:45,n/a,re_LCUXJVPFC7,NO,,5333,one,n/a,2024/01/12 14:45,stripe_export,
900710,18,mikaelås792@company.se,20,sek,NaN,,,payd,card,adyen,,,,2024/02/25 16:24,,,,mastercard,,one,no,n/a,stripe_export,
900711,2233,fridakar823@gmail.com,NaN,SEK,,,,pending,Card,adyen,pi_UDSA931PYMSN,INV-202401-9655,RCPT_762THAS,n/a,NULL,,ES,VISA,3643,1,NaN,,,NaN
900712,514,fridakar@gmail.com,NaN,sek,,,17.92,Paid,cash,square,,,,2024/03/16 22:23,NULL,,,amex,,one,1,2024-03-16 22:23,stripe_export,
900713,812,oskarber667@gmail.com,35,SEK,8.75,n/a,,paid,card,square,pi_ENOYRWIA70JR,,,,,NULL,,amex,3817,,no,2024/02/10 21:55,square_export,NULL
900714,757,user4741@email.com,40,sek,,,37.34,payd,swish,adyen,ch_MWUIFRHXEQ,INV-202405-4889,,2024-05-10T10:51:00,,n/a,SE,amex,n/a,1,,,stripe_export,partial refund
900715,643,oscarber650@outlook.com,25,€,,,NULL,FAILED,Card,adyen,pi_9ETKC159CKMS,,,2024/02/26 17:36,NULL,,GB,,3699,,,2024-02-26 17:36,square_export,manual correction
900716,690,user6984@gmail.com,25,EUR,,"1,50",,refunded,cash,square,,,,,,,,visa,NaN,,NULL,,stripe_export,
900717,1130,norahans358@company.se,20,SEK ,NaN,"1,50",,Paid,cash,square,,INV-202404-5635,n/a,2024-02-30 12:00,NaN,,GB,NULL,NULL,,n/a,2024/04/06 10:47,manual_sheet,partial refund
900718,1087,jonasnil@gmail.com,40,sek,,,37.34,pending,bank_transfer,square,pi_ZJC30XAXKK4W,,,2024-04-21T10:13:00,,,SE,,,,,2024-04-21 10:13,,partial refund
900719,70,mikaelås584@company.se,25,SEK ,,,,paid,Klarna,square,,,,2024/01/30 14:11,,NULL,GB,NaN,5308,3,n/a,,,
900720,574,saralind414@email.com,25,SEK ,,"1,50",NULL,PAID,bank_transfer,adyen,ch_BFG1DRATT5,NULL,RCPT_0REKML2,,,,,,9952,,,,stripe_export,manual correction
900721,99999,oliviali438@outlook.com,40 SEK,EUR,,,,Refunded,bank_transfer,stripe,,NaN,RCPT_S9DW884,NULL,2024-01-27 12:44,NaN,,NULL,4484,NULL,,2024-01-27 12:44,,NaN
900722,892,user3362@email.com,25,Sek,,,22.77,pending,card,,,n/a,RCPT_9S24A6G,2024/02/05 18:28,,re_C52MOMFFDQ,,amex,,one,n/a,,square_export,duplicate
900723,1186,user1946@email.com,15,Sek,3.75,"1,50",,pending,SWISH,stripe,ch_X7NZMU2GDI,,,2024/03/18 20:15,,,NO,,,2,no,NULL,stripe_export,partial refund
900724,275,user5746@gmail.com,60,€,15.0,,,pending,card,square,,,,2024-04-30T07:32:00,n/a,NaN,GB,,3097,n/a,yes,,square_export,manual correction
900725,672,user2333@gmail.com,35,EUR,8.75,,,FAILED,bank_transfer,stripe,ch_XIVNU3XMQ3,,,29/01/2024 19:39,n/a,NaN,,visa,,2,,2024/01/29 19:39,,duplicate
900726,714,user3282@email.com,20,sek,,"1,50",17.92,Refunded,SWISH,adyen,NULL,,,2024-01-05 16:20,NaN,NaN,GB,visa,n/a,,,2024-01-05 16:20,stripe_export,
900727,608,user9845@gmail.com,60,Sek,,3.24,,payd,card,klarna,ch_WRITJS32GN,INV-202402-7667,,2024/02/16 21:26,NaN,,SE,amex,2156,3,,2024-02-16 21:26,pos,
900728,580,user525@email.com,25,SEK ,,,22.77,Refunded,swish,manual,ch_KKB3D8P0SC,INV-202403-2139,,2024/03/14 10:02,,,SE,amex,,NULL,0,NULL,square_export,manual correction
900729,1014,user5746@email.com,35,€,8.75,n/a,32.48,payd,bank_transfer,n/a,ch_ZN2U61M0T1,,,,n/a,,NULL,,,,,NaN,pos,
900730,983,elinsven@gmail.com,25,EUR,,2.23,,Paid,cash,manual,NULL,,,2024-03-23T21:52:00,,,,mastercard,,3,,2024/03/23 21:52,,NULL
900731,115,davidsto949@outlook.com,20 SEK,€,,"1,50",,payed,Card,klarna,NULL,INV-202403-3307,,2024/03/01 16:18,,,,visa,,NaN,NaN,,NULL,n/a
900732,140,linchen175@outlook.com,25,SEK,NULL,2.23,,pending,NaN,klarna,ch_C69KMTX2NT,,,2024-02-03 20:13,,NULL,NO,,,,0,,stripe_export,
900733,733,noaherik391@email.com,15,€,n/a,,n/a,paid,invoice,klarna,n/a,,RCPT_8IYJ9OZ,,,,ES,visa,,n/a,yes,2024-04-15 18:59,square_export,partial refund
900734,1154,pedrosil440@email.com,35,SEK ,8.75,,,Pending,SWISH,klarna,pi_68UVO8CPACOR,,NaN,2024/01/06 20:23,,NULL,NULL,,,2,no,2024/01/06 20:23,,duplicate
900735,129,saralind737@company.se,35,EUR,,,,pending,bank_transfer,manual,,NULL,,2024-01-12T20:04:00,,n/a,,amex,,3,,2024/01/12 20:04,,duplicate
900736,9,ahmedali81@company.se,n/a,€,n/a,,,refunded,Klarna,stripe,,,,2024-03-14 21:48,2024-03-14 21:48,NULL,GB,visa,4886,NULL,1,2024-03-14 21:48,,manual correction
900737,963,user660@email.com,60,SEK,,3.24,,,Card,adyen,,,RCPT_HFGPW3V,2024/04/18 11:42,,,ES,amex,,,1,2024-04-18 11:42,square_export,duplicate
900738,892,norahans586@gmail.com,15,sek,3.75,"1,50",,refunded,bank_transfer,manual,pi_I9AD3EZUOIQ2,n/a,,Mar 02 2024 11:08,NaN,n/a,NaN,,NaN,NaN,NULL,2024/03/02 11:08,stripe_export,
900739,430,n/a,40,Sek,,,,FAILED,bank transfer,klarna,,,RCPT_NR4QDBL,05/01/2024 11:08,,,ES,visa,,2,no,2024/01/05 11:08,n/a,manual correction
900740,1119,user835@email.com,40,sek,,"1,50",,payed,card,square,pi_5H1KB7QEVCPW,,,2024/04/25 07:24,,NaN,,,,1,,2024-04-25 07:24,,duplicate
900741,593,saralind438@company.se,60,NaN,15.0,,56.76,refunded,invoice,klarna,ch_QA0QQO34H3,,,2024/02/02 15:01,,,GB,,,1,n/a,,stripe_export,manual correction
900742,343,sofiaand221@company.se,35,EUR,8.75,2.52,,payed,cash,manual,,,,2024-02-09T22:19:00,NULL,,,NaN,,,,,,manual correction
900743,126,fridakar@email.com,35,sek,8.75,"1,50",,Refunded,Klarna,stripe,,INV-202403-2654,,2024-03-13T22:27:00,,,,visa,,NaN,yes,2024/03/13 22:27,stripe_export,
900744,355,user5038@email.com,40,SEK ,,2.66,,payed,cash,stripe,NULL,INV-202404-2527,,Apr 16 2024 19:09,NULL,NULL,GB,amex,,NULL,no,2024-04-16 19:09,pos,n/a
900745,,NULL,60,sek,,3.24,NaN,Pending,Card,n/a,pi_LLM13WRDN05X,,RCPT_DSTW1CS,2024-01-28T21:02:00,NULL,,SE,,,one,,2024-01-28 21:02,manual_sheet,partial refund
900746,72,pedrosil754@gmail.com,60,sek,,"1,50",NULL,n/a,swish,stripe,pi_VZEH5P1BIF8S,,,Mar 29 2024 12:58,,NULL,,,,1,no,2024/03/29 12:58,pos,NaN
900747,830,noaherik391@email.com,15,SEK,3.75,,,failed,swish,square,,INV-202403-2625,,,,NULL,,VISA,,1,n/a,2024-03-27 14:19,stripe_export,
900748,1131,erikholm@email.com,35,,8.75,,,Paid,Klarna,manual,,,,09/05/2024 07:19,NaN,NaN,,amex,,n/a,no,2024/05/09 07:19,manual_sheet,
900749,292,mikaelås584@company.se,60,Sek,15.0,n/a,,payd,Klarna,stripe,,n/a,,,,n/a,NaN,visa,,,n/a,,stripe_export,n/a
900750,1133,oscarber@gmail.com,60,Sek,15.0,3.24,,Paid,,adyen,NULL,,,,,NaN,GB,mastercard,,,NULL,,,
900751,99999,user7299@email.com,40,EUR,,,,FAILED,Card,square,,INV-202401-7680,,2024/01/20 12:35,NaN,,n/a,mastercard,NaN,n/a,,,n/a,duplicate
900752,1009,NaN,60,SEK,,,,FAILED,,square,pi_IPBBV4ACNIJX,,,2024-01-02 18:09,,NULL,NO,visa,,,,2024/01/02 18:09,pos,
900753,476,mariamal@gmail.com,40,€,,,,pending,Klarna,stripe,pi_GK7MVNGZYPQ4,,,2024-04-03 21:42,n/a,NULL,NO,mastercard,,3,n/a,2024/04/03 21:42,manual_sheet,partial refund
900754,647,pedrosil686@company.se,35,Sek,,,,pending,SWISH,klarna,pi_KLTMGDLFG5XC,,RCPT_8NPPK6Y,2024/04/03 18:48,,NaN,,NaN,,NaN,0,2024/04/03 18:48,pos,
900755,368,user3292@gmail.com,15,SEK,,NaN,13.06,pending,bank transfer,adyen,ch_0KUO1XLSQM,,RCPT_X3THYQL,2024-02-01 13:17,n/a,NaN,SE,,,3,0,2024/02/01 13:17,pos,duplicate
900756,981,fatimakh311@gmail.com,25,€,,"1,50",,Refunded,NULL,manual,,,,2024/04/16 07:58,,,,,,,yes,2024/04/16 07:58,,manual correction
900757,751,user8906@gmail.com,15,SEK,n/a,1.94,13.06,failed,SWISH,klarna,,INV-202403-1435,,12/03/2024 13:48,,NaN,,,,n/a,1,n/a,stripe_export,manual correction
900758,749,ellaberg@gmail.com,25,€,,"1,50",22.77,failed,Card,manual,,,,2024-04-02 15:20,,re_1B1N8WA99L,NO,mastercard,,3,,,pos,manual correction
900759,598,,20,Sek,,"1,50",,Pending,card,stripe,ch_3C5V4EOJL0,,,2024-02-09T19:04:00,NaN,NULL,,NaN,,3,,2024-02-09 19:04,square_export,
900760,794,,35,EUR,,,,Pending,SWISH,adyen,,,n/a,Mar 18 2024 08:23,,,GB,,,one,NULL,2024/03/18 08:23,stripe_export,manual correction
900761,,maríalóp@gmail.com,25,SEK ,,,,payed,SWISH,klarna,pi_N1VGO1GYF84M,,RCPT_JM6JEW0,,NULL,,ES,amex,,,NaN,,,partial refund
900762,516,user1049@email.com,35,SEK,,,,Refunded,invoice,stripe,,,RCPT_Z5I00UU,2024-01-12 21:45,n/a,n/a,NaN,,,,,2024-01-12 21:45,stripe_export,n/a
900763,,norahans@gmail.com,60,EUR,15.0,3.24,,paid,invoice,klarna,,NaN,RCPT_9HGTCW2,May 10 2024 16:15,,,,,7722,,,,,manual correction
900764,680,user6988@email.com,60,SEK,,,,Refunded,cash,adyen,,,,2024-04-16 20:59,,,GB,visa,,,1,NULL,NaN,
900765,766,oscarber@gmail.com,60,Sek,,3.24,,payd,,square,,INV-202403-9015,,2024/03/23 09:38,NULL,NULL,NaN,VISA,,n/a,1,,,
900766,153,erikholm220@email.com,15,SEK,,,,payed,bank_transfer,square,NULL,,RCPT_LATIJ80,2024-04-19 09:58,,,ES,mastercard,5765,2,no,,pos,manual correction
900767,1087,luispere513@gmail.com,20,SEK ,5.0,,17.92,paid,bank transfer,klarna,ch_35U7970BVB,,,10/01/2024 12:49,,n/a,,,7454,,NaN,,,
900768,511,user6149@email.com,25,EUR,6.25,n/a,22.77,Refunded,cash,adyen,pi_KLSCI4C9MQEK,,RCPT_ILJJVVQ,,,,NaN,visa,,2,NaN,2024/03/09 21:58,pos,manual correction
900769,462,luispere582@gmail.com,25,EUR,,,,pending,bank_transfer,square,,,,2024/01/30 07:18,NULL,NaN,,,,2,yes,2024-01-30 07:18,stripe_export,
900770,,davidsto391@company.se,60,sek,,,,Pending,,adyen,,,RCPT_K6S4IFD,19/03/2024 15:29,,re_W8ZBYZPX2E,,,,NULL,,2024/03/19 15:29,stripe_export,
900771,1101,karinlun413@email.com,,SEK,,"1,50",,payed,SWISH,klarna,NULL,INV-202402-3647,,Feb 13 2024 09:03,,,PT,,6315,,1,,manual_sheet,manual correction
900772,133,NULL,25,EUR,,"1,50",22.77,payed,,adyen,ch_N6J6Z2HFVA,INV-202401-4072,,Jan 17 2024 10:46,n/a,,SE,mastercard,2064,3,0,NaN,manual_sheet,manual correction
900773,545,erikholm288@gmail.com,40,,,,,PAID,swish,manual,ch_4KV1BN9V3X,NULL,,,NaN,,SE,n/a,4866,,no,2024/03/21 08:15,pos,
900774,720,,25,SEK ,6.25,2.23,,Pending,invoice,klarna,NULL,,NULL,2024-04-12T07:39:00,n/a,NaN,GB,,,2,,NaN,,manual correction
900775,899,NULL,25,SEK ,,,,FAILED,invoice,square,ch_46IPWOTPS9,,,2024-05-02T15:41:00,NULL,n/a,,amex,3076,NULL,yes,2024/05/02 15:41,NULL,
900776,297,user1825@gmail.com,25,SEK,,,22.77,failed,,manual,pi_1YH9SXNV400Y,INV-202401-7791,,,NaN,,ES,,,n/a,0,2024-01-12 19:20,,duplicate
900777,220,user9087@gmail.com,35,EUR,8.75,2.52,n/a,Refunded,Klarna,klarna,ch_Q53LCEY1KQ,n/a,NULL,2024-04-11 18:37,NULL,n/a,SE,VISA,,,n/a,,manual_sheet,manual correction
900778,581,,20,Sek,,,,Pending,swish,manual,pi_YW4WM0GIXDRO,INV-202402-2348,RCPT_DEEIX6U,2024/02/12 22:28,n/a,,ES,NaN,,,n/a,,manual_sheet,manual correction
900779,744,n/a,20,SEK ,,,,Paid,Klarna,adyen,pi_D73WOSLGGJOX,,RCPT_510WBBD,2024-01-08T07:13:00,n/a,,,,,n/a,0,2024/01/08 07:13,manual_sheet,
900780,844,emmajoha446@gmail.com,15,SEK ,NULL,1.94,n/a,failed,invoice,stripe,ch_DNR15SBQSX,,RCPT_GYUHE79,2024/03/15 12:30,NaN,NULL,n/a,visa,n/a,n/a,NULL,,pos,n/a
900781,1013,anagarci844@company.se,60,EUR,15.0,"1,50",,payd,SWISH,manual,,,RCPT_DWKQQEX,n/a,,,SE,VISA,,2,,2024/02/06 18:54,,partial refund
900782,749,user3612@email.com,20,€,5.0,2.08,,paid,cash,adyen,NULL,INV-202401-9576,,Jan 16 2024 13:40,NULL,n/a,,,,,,2024/01/16 13:40,,NULL
900782,804,,35,SEK ,8.75,2.52,,failed,cash,adyen,,,,2024/03/06 16:53,,,GB,,NULL,1,no,2024-03-06 16:53,NaN,
900784,1177,jonasnil671@email.com,15,EUR,,1.94,13.06,Paid,bank transfer,stripe,NaN,,,08/02/2024 11:31,NaN,,,,,1,1,,stripe_export,
900785,1176,user2039@email.com,35,Sek,,"1,50",,pending,bank_transfer,NaN,pi_XXO1B8Y7O2IM,INV-202403-2460,,2024-03-28 12:59,,,ES,VISA,,1,0,2024-03-28 12:59,pos,duplicate
900786,526,user2110@gmail.com,60.00,SEK ,15.0,,56.76,paid,cash,NULL,ch_TW4NOK7SBM,,,,,n/a,NO,,8260,3,,2024-02-20 22:41,manual_sheet,
900787,788,,35,sek,,"1,50",,failed,bank_transfer,adyen,NaN,,,2024-01-04T12:44:00,NaN,,ES,,NaN,NaN,n/a,,pos,partial refund
900788,223,,35,SEK ,,,,PAID,card,klarna,ch_FGH3JRFVT0,INV-202402-1153,RCPT_GXEXJPR,23/02/2024 18:00,,,,mastercard,,,,,square_export,partial refund
900789,845,jonasnil950@outlook.com,60,Sek,n/a,3.24,56.76,paid,SWISH,square,pi_5RQBT4GY80BY,NULL,,2024/05/06 07:06,,re_Z9V6UTIXNW,SE,,NaN,,yes,,manual_sheet,NaN
900790,277,saralind@gmail.com,40,EUR,,,37.34,pending,card,stripe,,NaN,RCPT_CR45OSB,2024-05-08 16:26,,n/a,,visa,,2,no,,manual_sheet,
900791,494,erikholm735@email.com,20,SEK ,5.0,"1,50",17.92,FAILED,card,stripe,,,NaN,2024-01-23T09:50:00,NULL,NaN,NO,NaN,,,,NULL,,duplicate
900792,1111,mariamal123@company.se,25,Sek,6.25,n/a,,Refunded,bank transfer,klarna,,INV-202402-4256,,,NaN,,NULL,mastercard,,,0,2024-02-22 22:33,manual_sheet,manual correction
900793,516,anagarci517@outlook.com,20,Sek,,2.08,17.92,FAILED,invoice,stripe,,,,2024/03/31 19:19,,re_6RB4ANAV0V,PT,,8415,1,,,pos,n/a
900794,489,erikholm@email.com,60,SEK,,,,Refunded,swish,square,,n/a,,Apr 20 2024 14:53,,,PT,,,2,n/a,2024-04-20 14:53,pos,
900795,761,user9890@email.com,20.00,€,5.0,,,refunded,card,manual,pi_DMANCRIOY6BK,INV-202403-2897,RCPT_ER6ROTW,,2024-03-30 19:03,,PT,NULL,,one,1,2024/03/30 19:03,pos,NULL
900796,8,oliviali438@outlook.com,60,sek,,NaN,56.76,payd,cash,manual,,,,,,NULL,GB,visa,,,,n/a,pos,
900797,277,n/a,40,sek,,,,Pending,,klarna,pi_OCTNS88LRYU7,,,2024-02-08T17:03:00,,,SE,visa,,,,n/a,stripe_export,NULL
900798,19,ellaberg691@outlook.com,25 SEK,,6.25,,,Refunded,SWISH,manual,,,,2024-04-10 19:43,2024-04-10 19:43,,,amex,,,,2024-04-10 19:43,manual_sheet,NaN
900799,113,user9619@gmail.com,35,SEK ,,2.52,,Pending,swish,klarna,,,,Mar 13 2024 09:36,,,ES,visa,,one,0,2024/03/13 09:36,pos,partial refund
900800,1013,NULL,20,sek,,,,refunded,card,klarna,ch_5R5D7V6KLP,NULL,,2024/02/01 18:29,,re_CGLIVLCF8V,ES,amex,5174,2,,2024-02-01 18:29,square_export,partial refund
900801,259,user2966@gmail.com,"35,00",sek,NaN,,32.48,Paid,invoice,adyen,pi_3BS7KCTVR2EI,INV-202401-2820,,30/01/2024 22:56,,NaN,SE,VISA,,,,2024/01/30 22:56,square_export,duplicate
900802,852,ahmedali@gmail.com,35,EUR,,,,paid,Klarna,square,NULL,,RCPT_15D9ANZ,2024/03/11 21:47,n/a,n/a,NO,,,,NULL,2024-03-11 21:47,stripe_export,NaN
900803,316,user3135@email.com,35,sek,8.75,,32.48,payed,invoice,manual,ch_74KA8O3BIK,,RCPT_HO5JSCY,2024-01-20 18:11,,n/a,SE,VISA,4905,1,,NaN,manual_sheet,
900804,177,user8416@gmail.com,15,SEK,,,,pending,SWISH,n/a,pi_R7HM476SBRBJ,INV-202403-1025,,2024-03-24T14:20:00,,n/a,GB,mastercard,n/a,1,1,2024/03/24 14:20,square_export,
900805,155,erikholm@gmail.com,40,€,10.0,NULL,37.34,Paid,invoice,klarna,pi_N1IYCE38KNCC,INV-202403-9698,,2024-03-28 20:44,,,PT,,8691,1,yes,2024-03-28 20:44,n/a,
900806,795,saralind733@gmail.com,35,sek,,NaN,,pending,bank_transfer,manual,,,RCPT_PFG72C8,Jan 24 2024 22:39,,n/a,,NULL,,1,,2024/01/24 22:39,,partial refund
900807,131,user5401@email.com,35,NULL,,2.52,,pending,Klarna,stripe,pi_OEXJNSGNPX6V,INV-202403-5043,n/a,2024-03-19 13:49,,,,,,,yes,2024-03-19 13:49,,duplicate
900808,1003,user4228@gmail.com,40,Sek,,"1,50",,payd,invoice,square,,,,2024-01-21T11:21:00,NaN,n/a,,mastercard,,2,no,,pos,NULL
900809,623,NaN,20,sek,,2.08,,payd,invoice,klarna,pi_2Z4RP6HI5LFZ,,,2024-03-09 20:08,n/a,re_7R9VJEPHV4,SE,,,2,no,2024/03/09 20:08,stripe_export,n/a
900810,502,saralind838@email.com,20,sek,5.0,,,Pending,NULL,square,,,,,,re_UJJ3GFSK82,PT,NaN,,,,2024/02/07 15:08,pos,NULL
900811,15,norahans10@email.com,NaN,sek,15.0,,,payed,invoice,adyen,n/a,,NaN,2024-03-11T13:05:00,n/a,,PT,,8653,n/a,,2024/03/11 13:05,,partial refund
900812,572,liamande@gmail.com,20,NULL,5.0,,,Refunded,bank_transfer,stripe,,,,NULL,,NaN,NULL,NULL,n/a,3,1,,square_export,duplicate
900813,835,luispere@email.com,25,Sek,,,NULL,Paid,swish,stripe,,,,2024-03-05T19:40:00,NULL,,ES,,7998,,no,2024/03/05 19:40,manual_sheet,
900814,988,ahmedali393@gmail.com,35,€,8.75,2.52,32.48,refunded,bank transfer,manual,NaN,,,2024-02-29T11:41:00,,NULL,PT,NaN,,,,2024-02-29 11:41,stripe_export,
900815,226,,20,NaN,5.0,,,PAID,Card,manual,,INV-202401-5342,,Jan 07 2024 22:19,NaN,,SE,,,1,NULL,2024-01-07 22:19,square_export,manual correction
900816,512,oskarber759@company.se,60,€,,,56.76,Paid,swish,square,ch_XS9BFJ2X9G,INV-202403-6592,,NaN,,NULL,,,,,n/a,2024/03/12 17:25,,partial refund
900817,220,user1054@email.com,25,sek,6.25,2.23,,pending,SWISH,square,,,NaN,2024/03/06 15:56,NULL,NULL,,mastercard,,,,,pos,
900818,99999,oscarber791@outlook.com,40,€,NULL,,,failed,SWISH,square,,NaN,NULL,,,n/a,NULL,,,,0,2024-03-07 14:14,pos,manual correction
900819,945,user670@gmail.com,NaN,SEK ,5.0,2.08,,Pending,cash,stripe,ch_KAUIXJOGRB,,RCPT_N92UAW2,2024-04-29T17:45:00,n/a,NULL,,mastercard,,2,NaN,2024/04/29 17:45,stripe_export,manual correction
900820,418,linchen450@email.com,15,SEK,,1.94,13.06,Refunded,invoice,stripe,pi_6QF3D3XOOQL7,INV-202401-9263,RCPT_XJLTDDW,,,,,visa,8313,1,yes,NaN,manual_sheet,
900821,1123,user7227@email.com,25,SEK ,,"1,50",NULL,refunded,swish,adyen,ch_1RBPKZD85B,INV-202404-1023,,NULL,NaN,,,visa,,2,,2024/04/13 19:40,,partial refund
900822,1157,user2789@email.com,,EUR,,,,payed,card,manual,,,,,,,NULL,,4649,2,,,manual_sheet,partial refund
900823,151,user4458@email.com,20,EUR,,,,payed,bank_transfer,adyen,pi_0L1KBU6ODZU4,,RCPT_TX41E53,2024/02/04 10:12,NaN,n/a,NaN,amex,,1,0,2024/02/04 10:12,square_export,manual correction
900824,52,anagarci844@company.se,25,SEK,,NULL,,refunded,Card,n/a,,,,2024/01/08 19:29,,,,NULL,,2,yes,2024/01/08 19:29,square_export,
900825,370,NULL,35,SEK,8.75,,32.48,Paid,swish,square,,INV-202402-2295,RCPT_TEMWH0Z,,,,,,NaN,,no,,stripe_export,
900826,313,user2341@gmail.com,,Sek,NULL,2.66,NULL,failed,SWISH,manual,,,RCPT_I15WZ50,2024-04-03 11:31,n/a,re_1GUYWVO83W,,visa,,1,0,2024/04/03 11:31,stripe_export,duplicate
900827,721,mariamal803@email.com,35,Sek,,,,refunded,bank_transfer,adyen,,,,NaN,,n/a,GB,,NaN,3,n/a,2024-05-03 09:11,,NULL
900828,324,user5666@email.com,20,SEK ,,,,Paid,cash,square,pi_XXQA1LWK6VG1,,,2024/03/22 18:36,,re_IUHUXTZH63,,VISA,6514,,n/a,NULL,pos,
