customer_id,full_name,email,phone,country,city,postal_code,address_line1,address_line2,signup_date,marketing_opt_in,preferred_channel,customer_type,risk_flag,lifetime_value,pets_count,primary_pet_name,primary_pet_breed,primary_pet_dob,emergency_contact,vet_provider,vaccination_status,waiver_signed,payment_terms,language,last_contacted,source_system,notes
2554,jonas nilsson,jonasnil31@outlook.com,+34 669459055,SE,Täby,,,Apt 4,11/24/2023,N,website,VIP,unknown,NaN,,,Husky,04/25/2023,Karin 63796232,AniCura,expired,Y,,,2024/04/25,sheets,prefers morning drop-off
2328,Olivia  Lind,oliviali438@outlook.com,+44 7442862704,ES,Täby,,Skogsvägen 71,,2024.05.05,,partner,corporate,low,,1 ,Charlie,mix,,Karin 63410466,NaN,unknown,NULL,,NaN,Sep 22 2024,excel,moved address
2849,ANA GARCÍA,anagarci482@outlook.com,+47 95437118,,Stockholm,35513,Skogsvägen 65,Floor 5,26 Oct 2024,No,NULL,new,,NaN,2,Luna,Poodle,03 Oct 2024,n/a,Local Vet,unknown,Yes,NET14,SV,n/a,legacy_crm,moved address
2194,Jonas Nilsson,jonasnil950@outlook.com,,ES,Stockholm,173 63,Kungsgatan 88,Apt 78,2024-01-07,Y,walk-in,unknown,medium,,,,Dachshund,03/27/2023,,,NULL,no,,SV,12/11/2023,excel,NULL
2307,Pedro Silva,pedrosil754@gmail.com,+44 7855954847,España,Solna,19706,Kungsgatan 116,Floor 6,18-01-2024,no,partner,vip,high,,1 ,Charlie,Golden Retriever,NaN,Karin 68288312,,,0,NET14,,10/02/2024,sheets,allergic to peanuts
2783,ANA GARCÍA,anagarci482@outlook.com,+47 95437118,Spain,Stockholm,35513,Skogsvägen 65,Floor 5,26 Oct 2024,No,NULL,new,,NaN,2,Luna,Poodle,03 Oct 2024,n/a,Local Vet,unknown,Yes,NET14,SV,n/a,excel,moved address
2957,Pedro Silva,pedrosil754@gmail.com,+44 7855954847,Sweden,Solna,19706,Kungsgatan 116,Floor 6,18-01-2024,no,partner,vip,high,,1 ,Charlie,Golden Retriever,NaN,Karin 68288312,,,0,NET14,,10/02/2024,excel,allergic to peanuts
2691,oscar berg,oscarber650@outlook.com,+44 7363339926,,Stockholm,,Storgatan 15,,29-10-2024,NaN,website,new,,,,,MIXED,31 Mar 2018,Jonas 63528180,,,0,,EN,03/13/2024,excel,invoice required
2811, Luis Perez ,luispere308@outlook.com,,Sweden,Sundbyberg,72797,,,2024-08-11,N,instagram,VIP,unknown,NaN,,Bella,Poodle,n/a,,Local Vet,up_to_date,0,NET14,,18 Mar 2024,excel,NaN
2434,Sofia Andersson,sofiaand369@gmail.com,n/a,España,Nacka,39751,Kungsgatan 108,,09-05-2024,N,email,corporate,,NaN,two,,French Bulldog,2023/12/11,,,expired,N,,,n/a,excel,allergic to peanuts
2475,luis p.,luispere745@outlook.com,+47 92004872,Spain,Täby,58823,Storgatan 75,NULL,2023-11-17,No,NULL,unknown,medium,NaN,,,NULL,Aug 29 2021,,n/a,,no,prepay,,2024.03.17,sheets,
2966, ELIN SVENSSON ,elinsven653@email.com,+47 91279750,Spain,,,Birger Jarlsgatan 54,Apt 25,09/28/2024,1,walk-in,corporate,low,,1 ,,French Bulldog,,Karin 65883514,,,no,,EN,30/12/2023,sheets,
2651,ana garcia,anagarci248@company.se,,SE,Sundbyberg,,Skogsvägen 23,,2024/10/27,yes,instagram,returning,high,,two,Charlie,n/a,2022-12-03,Jonas 64123439,,expired,Yes,prepay,SV,2024-08-21,sheets,prefers morning drop-off
2603,Pedro Silva,,+46 70 908 63 53,Sverige,Huddinge,,,,22-02-2024,FALSE,email,trial,,,2,,mix,11 Apr 2022,,,,No,net_14,,,legacy_crm,
2121,María López,maríalóp21@company.se,,Sverige,Huddinge,32795,NaN,,2024-08-30,no,email,n/a,low,,0,NULL,MIXED,25 Dec 2019,Karin 63064824,,unknown,FALSE,,EN,27/01/2024,legacy_crm,prefers morning drop-off
2595,Luis Perez,luispere513@gmail.com,+47 92032303,ES,Sundbyberg,130 36,,,20-10-2023,FALSE,website,new,low,,3,Max,,2018/07/17,,Evidensia,UPTODATE,Y,,en,2024-05-19,legacy_crm,moved address
2438,Mikael Astrom,mikaelås991@email.com,+47 97621913,SE,Solna,54456,NULL,Apt 19,2023-12-07,0,walk-in,corporate,high,,2,Milo,German Shepherd,06 Jul 2021,,,,N,pay_on_arrival,SV,NaN,sheets,allergic to peanuts
2566,luis p.,luispere745@outlook.com,+47 92004872,Spain,Täby,58823,Storgatan 75,NULL,2023-11-17,No,NULL,unknown,medium,NaN,,,NULL,Aug 29 2021,,n/a,,no,prepay,,2024.03.17,legacy_crm,
